Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms
Single Family Residential,,1995,Bolingbrook,,,, 2, Neuqua Valley High School,132 Periwinkle Ln 60490,4.0,2.5,"2,234", Natural Gas, Central Air, 2, 1, 0, 0, Full, Finished,," $8,409.14", 8

Other,,1971,,,"$150,000",,,,502 Jordan Way 60440,,2.5,"1,460",,,,, 0, 0,,,,,

Townhouse,$199/month,1993,Bolingbrook,,"$260,000",, 2,,592 Norman Rd 60440,3.0,2.5,"1,400"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $7,531.60", 8

Townhouse,$167/month,1969,Bolingbrook,,,, 2, Bolingbrook High School,166 Beaconridge Dr 60440,3.0,2.5,"1,736"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 0, Full, Finished,," $2,965.08", 7

Single Family Residential,,2008,Bolingbrook,,"$490,000",, 3, Plainfield East High School,525 Sonoma Dr 60490,5.0,3.5,"3,497", Natural Gas, Central Air, 3, 1, 0, 2, Full, Unfinished,," $11,206", 9

Other,,1993,,,"$284,000",,,,275 Beaver Creek Dr 60490,,2.5,"2,225",,,,, 0, 0,,,,,

Other,,1974,,,"$205,250",,,,216 Plymouth Ln 60440,3.0,1,888,,,,, 0, 0,,,,, 6

Single Family Residential,,1974,Bolingbrook,,,, 2,,624 W Briarcliff Rd 60440,6.0,3,"3,000", Natural Gas, Central Air, 3,, 10, 8," Full, English"," Finished,Rec/Family Area,Sleeping Area"," 1,500"," $7,120.18", 11

Townhouse,$260/month,2019,Bella Vista,,,, 2, Plainfield East High School,1146 Mandalay Ln 60490,2.0,2,"1,700"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full, Unfinished,," $8,400.14", 6

Single Family Residential,,1962,Westbury,,,, 2, Bolingbrook High School,153 Cypress Dr 60440,4.0,1.5,"1,162"," Natural Gas, Forced Air", Central Air, 1, 1, 12, 0,, Slab,," $4,705.26", 7

Single Family Residential,$29/month,2006,River Hills,,"$430,000",, 2, Plainfield East High School,2360 River Hills Ln 60490,3.0,2,"2,413", Natural Gas, Central Air, 2,, 2, 2, Full, Unfinished,," $8,269.22", 7

Single Family Residential,,1995,Meadows of Williams Glen,,,, 2, Bolingbrook High School,540 Springwood Ln 60440,4.0,2.5,"2,200"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 8, Full, Unfinished,," $7,639", 8

Other,,1971,,,"$230,000",,,,518 Thomas Rd 60440,,2.5,"1,590",,,,, 0, 0,,,,,

Condo,$292/month,2009,Patriot Place,,"$380,000",, 2, Plainfield East High School,1187 John Hancock Dr 60490,4.0,3,"2,172"," Natural Gas, Forced Air", Central Air, 3,, 0, 2, Full, Finished,," $9,470.48", 9

Single Family Residential,,1994,Bolingbrook,,,, 2, Bolingbrook High School,787 Feather Sound Dr 60440,5.0,3.5,"2,400", Natural Gas, Central Air, 3, 1, 0, 0, Partial, Finished," 1,000"," $11,509", 9

Townhouse,$199/month,1972,Winston Woods,,,, 1,,208 Diane Ln 60440,2.0,1.5,"1,180"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Full, Partially Finished, 590," $4,508.82", 6

Single Family Residential,$35/month,1991,Bolingbrook,,"$475,000",, 3,,1 Potomac Ct 60440,4.0,3,"2,810"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 0, Full, Finished,," $14,295", 11

Single Family Residential,,1995,Bolingbrook,,"$295,000",, 2,,196 Brookwood Ln W 60440,3.0,2.5,"1,599"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $6,295", 7

Townhouse,$266/month,2000,Patriot Place,,"$347,000",, 2,,2069 John Paul Jones Ln 60490,3.0,3.5,"2,013"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full," Finished,Rec/Family Area,Storage Space",," $6,889", 9

Other,,1971,,,"$190,000",,,,264 Creekside Dr 60440,,1,864,,,,, 0, 0,,,,,

Single Family Residential,,1996,Pheasant Chase,,"$365,000",, 2.5,,393 Blackfoot Dr 60490,4.0,3.5,"3,603"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full, Finished," 1,059"," $9,133", 11

Single Family Residential,,1995,Hickory Oaks,,"$405,900",, 2, Neuqua Valley High School,1773 Maroon Bells Ln 60490,4.0,2.5,"2,662", Natural Gas, Central Air, 2, 1, 0, 2, Full, Unfinished,," $9,146.48", 8

Townhouse,$155/month,1968,Bolingbrook,,"$200,000",, 2,,422 MALLVIEW LN 60440,3.0,2.5,"1,400", Natural Gas, Central Air, 2, 1, 0, 0, Full," Finished,Rec/Family Area",," $2,702", 6

Single Family Residential,,2008,River Hills,,"$467,000",, 3,,1303 Winding Way 60490,4.0,2.5,"3,280"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Unfinished,," $10,103.12", 9

Single Family Residential,,1996,Bolingbrook,,,, 2, Plainfield East High School,797 Wheatland Ln 60490,4.0,3,"2,000"," Natural Gas, Forced Air", Central Air, 2, 2, 14, 6, Full, Finished,," $7,628.46", 10

Townhouse,$152/month,1970,Beaconridge,,"$194,000",, 2, Bolingbrook High School,408 Gainsborough Ct 60440,4.0,1.5,"1,610"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Full, Partially Finished,," $2,506", 8

Townhouse,,1978,Brookpoint,,"$220,000",, 2, Bolingbrook High School,236 Karen Cir 60440,3.0,1.5,"1,114"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, Slab,," $5,142.02", 6

Townhouse,$190/month,1992,Sherwood Commons,,"$205,000",, 1, Bolingbrook High School,373 Lakeview Cir 60440,2.0,2.5,"1,506"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 0,, None,," $4,102.40", 5

Townhouse,$162/month,1994,Town Centre Park,,"$185,000",, 2, Bolingbrook High School,309 Arbor Ct 60440,2.0,1.5,882," Natural Gas, Forced Air, Steam", Central Air, 1, 1, 0, 0,, None,," $3,819.40", 4

Single Family Residential,$12/month,2003,Lakewood Ridge,,,, 2, Bolingbrook High School,6 Palos Ct 60440,3.0,2.5,"2,351", Forced Air, Central Air, 2, 1, 6, 0, Full, Unfinished,," $9,919.54", 10

Single Family Residential,,1991,Bolingbrook,,,, 4, Bolingbrook High School,12 Pennsbury Ct 60440,5.0,3.5,"2,397"," Natural Gas, Forced Air", Central Air, 3, 1, 12, 12, Full, Finished," 1,200"," $11,681.10", 13

Single Family Residential,$12/month,2003,Lakewood Ridge,,,, 2,,421 Clifton Ln 60440,4.0,2.5,"2,009", Natural Gas, Central Air, 2, 1, 0, 16, Full, Unfinished,," $10,401.50", 8

Single Family Residential,,1972,,,"$179,000",,,,281 Sioux Dr 60440,,1,"1,149",,,,, 0, 0,,,,,

Single Family Residential,$17/month,2003,Bloomfield West,,,, 3, Plainfield East High School,1596 Woodland Ln 60490,4.0,2.5,"2,340", Natural Gas, Central Air, 2, 1, 14, 0, Full," Unfinished,Bathroom Rough-In",," $9,681", 8

Townhouse,$205/month,1971,Winston Village,,,, 1,,518 Julie Rd 60440,4.0,2.5,"1,700"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 10, Full, Finished,," $5,526.68", 8

Townhouse,$170/month,1975,Clusters,,"$215,000",, 6,,421 Raphael Cir 60440,3.0,2,"1,482"," Natural Gas, Forced Air", Central Air, 2,, 0, 0," Partial, Walkout", Finished,," $5,521.98", 8

Single Family Residential,,1997,Creekside of Remington,,,, 6, Bolingbrook High School,358 Highknob Rd 60440,3.0,2.5,"2,244"," Natural Gas, Forced Air", Central Air, 2, 1, 10, 0, Partial," Partially Finished,Crawl,Concrete (Basement),Rec/Family Area,Storage Space",," $9,352", 10

Single Family Residential,,2001,Huntington Estates,,,, 2, Bolingbrook High School,825 Rebecca Ln 60440,4.0,3.5,"1,660", Natural Gas, Central Air, 3, 1, 10, 0, Full, Finished,," $7,522.06", 8

Single Family Residential,,1992,Williams Glen,,,, 2, Bolingbrook High School,187 Clifton Ln 60440,3.0,2.5,"1,714", Natural Gas, Central Air, 2, 1, 8, 8,, None,," $8,075.54", 7

Condo/Co-op,,1994,,,"$185,000",,,,309 Arbor Ct 60440,,1,882,,,,, 0, 0,,,,,

Single Family Residential,$29/month,2016,River Hills,,,, 3, Plainfield East High School,2296 Pebblestone Way 60490,4.0,2.5,"3,238"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Unfinished,," $9,246.60", 11

Townhouse,$199/month,1992,Winston Village,,"$235,900",, 2, Bolingbrook High School,207 Pamela Dr 60440,3.0,2.5,"1,452"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 0, Full, Finished,," $5,871", 6

Townhouse,$198/month,1993,Town Centre Park,,"$225,000",, 2, Bolingbrook High School,300 Emerald Ct 60440,3.0,2.5,"1,452"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Partial, Finished,," $4,491", 8

Condo,$195/month,1978,Pine Meadow,,,, 1,,24 Fernwood Dr 60440,3.0,1.5,"1,296"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $4,230.66", 6

Single Family Residential,,1972,Sugarbrook,,,, 4,,109 Creekside Dr 60440,3.0,1,"1,064", Natural Gas, Central Air, 1,, 10, 0,, None,," $4,867.10", 6

Single Family Residential,$29/month,2004,Augusta Village,,"$373,000",, 2,,195 S Cranberry St 60490,4.0,2.5,"2,267", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished,," $11,554", 9

Single Family Residential,$30/month,2006,River Hills,,,, 3, Plainfield East High School,2405 River Hills Ln 60490,4.0,3.5,"4,143"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2," Full, Walkout", Unfinished," 2,039"," $11,530.18", 10

Single Family Residential,,1997,Bolingbrook,,"$255,000",, 2,,470 Larkspur Dr 60440,3.0,2.5,"1,967", Natural Gas, Central Air, 2, 1, 0, 0, Full, Finished,," $6,943", 7

Single Family Residential,,1963,Bolingbrook,,,, 2,,168 N Pinecrest Rd 60440,3.0,2,"1,372"," Natural Gas, Forced Air", Central Air, 2,, 0, 2,, None,,, 6

Single Family Residential,,,Bolingbrook,,,, 1,,210 Mill Stream Dr 60440,4.0,2,"1,142"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full, Finished,," $4,941.04", 8

Townhouse,$199/month,1971,Winston Village,,,, 1, Bolingbrook High School,193 Jeffrey Ln 60440,4.0,2.5,"1,590"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished,," $5,605.28", 8

Single Family Residential,,1977,Home Run,,"$230,000",, 2, Bolingbrook High School,325 Dean Cir 60440,3.0,1.5,"1,600"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $6,121", 7

Townhouse,$170/month,1980,Clusters,,"$225,000",, 1, Bolingbrook High School,453 Wright Ct 60440,4.0,2.5,"1,640"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $4,673", 7

Townhouse,$175/month,1975,Bolingbrook,,"$226,000",, 2, Bolingbrook High School,417 Monet Cir 60440,3.0,2,"1,477", Natural Gas, Central Air, 2,, 0, 0," Full, Walkout"," Partially Finished,Exterior Access",," $5,490.18", 7

Condo,$170/month,1972,Bolingbrook,,,, 2, Bolingbrook High School,212 Hudson Ct 60440,2.0,1.5,968," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Full, Partially Finished, 968," $2,774.02", 6

Single Family Residential,,2005,Bolingbrook,,"$439,900",, 3, Bolingbrook High School,364 Stonegate Rd 60440,4.0,2.5,"3,005", Natural Gas, Central Air, 2, 1, 0, 2, Full, Partially Finished,," $9,940.02", 10

Single Family Residential,,,Bolingbrook,,,, 2,,109 Valley Dr 60440,3.0,1,"1,112", Forced Air, Central Air, 1,, 0, 0,, None,," $5,654.48", 5

Single Family Residential,,1973,Ivanhoe,,"$330,000",, 2, Bolingbrook High School,412 Rockhurst Rd 60440,5.0,3,"2,964"," Natural Gas, Forced Air", Central Air, 3,, 0, 0, Full, Finished,," $7,571.32", 11

Single Family Residential,,1972,Cinnamon Creek,,"$220,600",, 2, Bolingbrook High School,210 Butternut Dr 60440,3.0,2,931, Natural Gas, Central Air, 2,, 0, 0, Full, Finished,," $3,332.52", 8

Single Family Residential,,1963,Bolingbrook,,,, 2,,167 Thornhurst Rd 60440,3.0,2,"1,372"," Natural Gas, Forced Air", Central Air, 2,, 12, 0,, None,," $5,840.14", 7

Townhouse,$115/month,1985,Bolingbrook,,,, 2,,1 Fernwood Dr 60440,3.0,1.5,," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $4,395.94", 6

Other,,2002,,,"$375,000",,,,254 Clifton Ln 60440,,2.5,"2,351",,,,, 0, 0,,,,,

Single Family Residential,,1979,Ivanhoe,,"$300,000",, 2, Bolingbrook High School,467 Independence Ln 60440,3.0,1.5,"1,665"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $6,427.84", 7

Townhouse,$199/month,1972,Winston Village,,"$210,000",, 1, Bolingbrook High School,542 Porter Ln 60440,2.0,2.5,"1,320"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished,," $4,526.76", 6

Other,,1973,,,"$234,000",,,,517 Sundance Dr 60440,3.0,1.5,"1,458",,,,, 0, 0,,,,, 8

Townhouse,$152/month,1967,Beaconridge,,"$152,000",, 2,,105 Jamestown Ln 60440,3.0,1.5,"1,224"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Full, Partially Finished,," $2,826.52", 7

Single Family Residential,,1995,Bolingbrook,,,, 2,,435 Meadowlark Dr 60440,4.0,2.5,"2,058", Natural Gas, Central Air, 2, 1, 12, 10, Full, Finished," 1,000"," $7,509.82", 11

Single Family Residential,,1972,Bolingbrook,,"$239,000",, 1, Bolingbrook High School,117 S Orchard Dr 60440,4.0,2,"1,484"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $6,487.90", 7

Condo,$107/month,1972,Pine Meadows,,,, 2,,21 Fernwood Dr 60440,2.0,1,880," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $1,833", 5

Single Family Residential,,1995,Hickory Oaks,,"$405,000",, 2, Neuqua Valley High School,173 Ashcroft Dr 60490,4.0,2.5,"2,634"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $8,920.38", 10

Single Family Residential,,1970,Bolingbrook,,,, 2, Bolingbrook High School,137 S Lancaster Dr 60440,3.0,1.5,"1,900", Natural Gas, Central Air, 1, 1, 8, 10,, None,," $6,225.72", 9

Single Family Residential,,2002,Bolingbrook,,,, 2,,802 Sapphire Dr 60490,4.0,2.5,"2,456"," Natural Gas, Forced Air", Central Air, 2, 1, 12, 6, Full, Finished,," $10,300.70", 10

Single Family Residential,,2001,Bolingbrook,,,, 2,,746 Sapphire Dr 60490,4.0,2.5,"2,773"," Natural Gas, Electric", Central Air, 2, 1, 0, 2, Partial," Unfinished,Crawl", 649," $8,249.44", 8

Single Family Residential,,1974,Cinnamon Creek,,"$300,000",, 2, Bolingbrook High School,260 Plainview Dr 60440,4.0,2,"1,500"," Natural Gas, Electric", Central Air, 2,, 0, 0, Full, Finished,," $5,768.46", 8

Condo,$184/month,1972,Indian Oaks,,,, 1,,219 Eagle Ct 60440,2.0,1,968," Natural Gas, Forced Air", Central Air, 1,, 4, 0, Full, Unfinished,," $2,913", 5

Single Family Residential,,1962,Colonial Village,,"$215,000",, 2, Bolingbrook High School,544 E Briarcliff Rd 60440,4.0,1.5,"1,550"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, English, Finished,," $5,301.40", 9

Single Family Residential,,1994,Bolingbrook,,"$340,000",, 3,,1424 Comanche Dr 60490,4.0,2.5,"2,292", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished,," $8,301", 8

Single Family Residential,,1995,Bolingbrook,,,, 2, Neuqua Valley High School,254 Sparrow Ln 60490,5.0,3.5,"4,225", Natural Gas, Central Air, 3, 1, 0, 0, Full, Partially Finished,," $9,358.42", 9

Single Family Residential,,1972,Indian Oaks,,"$252,000",, 3, Bolingbrook High School,145 Arrowhead Ln 60440,4.0,2,"1,404", Natural Gas, Central Air, 2,, 0, 0, Partial, Crawl,," $5,386.70", 7

Single Family Residential,$18/month,2002,Bolingbrook,,"$362,000",, 2,,754 Lenox Ave 60490,4.0,2.5,"2,915"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $10,178", 9

Townhouse,$227/month,2013,Patriot Place,,"$355,000",, 2, Plainfield East High School,1198 John Hancock Dr 60490,2.0,2,"1,730"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full," Partially Finished,Crawl",," $7,338.30", 5

Townhouse,$140/month,1983,Victoria Place,,,, 1, Bolingbrook High School,552 Pontiac Ln 60440,2.0,1.5,," Natural Gas, Forced Air", Central Air, 1, 1, 4, 0,, None,," $4,073.78", 5

Townhouse,$205/month,1973,Winston Village,,,, 1,,523 Monroe Rd 60440,3.0,2.5,"1,320"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished,," $4,548.16", 6

Other,,2005,,,"$450,000",,,,1343 Alexander Dr 60490,,3.5,"3,930",,,,, 0, 0,,,,,

Townhouse,$167/month,1971,Beaconridge,,,, 2, Bolingbrook High School,114 Somerset Ln 60440,4.0,1.5,"1,610"," Natural Gas, Forced Air", Central Air, 1, 1, 4, 0, Full, Partially Finished,," $3,091.02", 8

Other,,1972,,,"$129,900",,,,238 Chippewa Ct 60440,,1,968,,,,, 0, 0,,,,,

Townhouse,$200/month,1972,Bolingbrook,,"$245,000",, 3, Bolingbrook High School,214 Porter Ln 60440,2.0,2.5,"1,460"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished,," $5,768", 7

Other,,,,,"$299,900",,,,137 Barbers Corner Rd 60440,,,,,,,, 0, 0,,,,,

Single Family Residential,,1997,Bolingbrook,,"$280,000",, 2,,180 Steamboat Ln 60490,3.0,2,"1,650"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Partial, Unfinished,," $7,289.76", 8

Single Family Residential,,2011,Bolingbrook,,"$310,000",, 2.5, Bolingbrook High School,705 N Ashbury Ave 60440,3.0,2,"1,950"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $6,417.64", 7

Single Family Residential,,1972,,,"$180,000",,,,268 Butternut Dr 60440,3.0,1,"1,250",,,,, 0, 0,,,,, 7

Single Family Residential,,1962,Bolingbrook,,,, 1,,552 Spruce Rd 60440,4.0,2.5,"1,500"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 0,, Slab,," $5,528", 7

Single Family Residential,$8/month,2002,Bloomfield West,,"$320,000",, 2, Plainfield East High School,1578 Parkside Dr 60490,3.0,2.5,"1,830"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished,," $6,899.24", 9

Single Family Residential,,1999,Bolingbrook,,"$347,000",, 4, Bolingbrook High School,1092 Four Seasons Ln 60440,3.0,2.5,"2,078"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 0, Full, Finished, 556," $10,148.68", 7

Single Family Residential,,2005,Bolingbrook,,,, 3, Bolingbrook High School,235 Stonegate Rd 60440,4.0,2.5,"2,620"," Natural Gas, Forced Air", Central Air, 2, 1, 12, 14, Full, Unfinished,," $10,523.86", 10

Townhouse,$205/month,2003,The Enclave,,"$246,001",, 2, Bolingbrook High School,139 Enclave Cir 60440,2.0,1.5,"1,600"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0," Partial, English", Finished,," $4,769.88", 6

Single Family Residential,,1973,Bolingbrook,,,, 2,,231 Waterman Dr 60440,3.0,2,"1,500", Natural Gas, Central Air, 2,, 0, 0, Partial, Partially Finished,," $6,855.50", 6

Townhouse,,1977,Country Manor,,,, 1, Bolingbrook High School,310 Walnut Cir 60440,3.0,1.5,"1,037", Natural Gas, Central Air, 1, 1, 0, 0, Full, Finished,," $3,565.60", 6

Single Family Residential,,1996,Cider Creek,,"$415,000",, 2, Neuqua Valley High School,1903 Baldwin Way 60490,4.0,2.5,"2,743"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Partially Finished," 1,377"," $9,335.12", 8

Single Family Residential,$29/month,2014,Bolingbrook,,,, 3, Plainfield East High School,2293 Pebblestone Way 60490,4.0,2.5,"3,145", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished,," $9,483.08", 9

Single Family Residential,,1974,Bolingbrook,,,, 1,,172 Plainview Dr 60440,3.0,2,"1,307"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full, Finished,," $5,551.46", 9

Townhouse,$199/month,1972,Winston Village,,"$205,000",, 3,,186 Norman Rd 60440,2.0,2.5,"1,460"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $4,539", 6

Other,,1994,,,"$321,000",,,,286 Braemar Gln 60440,,2.5,"1,954",,,,, 0, 0,,,,,

Single Family Residential,$13/month,2003,Barclay Estates,,,, 3, Bolingbrook High School,3 Ridge Ct 60440,4.0,3.5,"3,784", Natural Gas, Central Air, 3, 1, 14, 0, Full," Finished,Lookout"," 1,713"," $15,735.66", 9

Single Family Residential,,1974,Cinnamon Creek,,"$235,000",,,,836 Tamms Ln 60440,3.0,1.5,"1,348"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $5,103.92", 6

Single Family Residential,,1971,Winston Woods,,"$254,000",, 2,,634 N Pinecrest Rd 60440,3.0,2.5,"1,915", Natural Gas, Central Air, 2, 1, 2, 0, Full, Unfinished, 446,, 7

Other,,1995,,,"$400,000",,,,1765 Red Bud Rd 60490,4.0,3.5,"2,935",,,,, 0, 0,,,,, 9

Single Family Residential,,1984,Willow Grove,,"$275,000",, 2, Bolingbrook High School,1025 Bothwell Ct 60440,3.0,2.5,"1,650"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $6,847", 7

Single Family Residential,,1971,Cinnamon Creek,,,, 4, Bolingbrook High School,165 Garden Dr 60440,4.0,2,"1,645"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $5,474.30", 6

Single Family Residential,$29/month,2004,Augusta Village,,"$390,000",, 2, Bolingbrook High School,215 Honeysuckle St 60490,4.0,2.5,"2,500", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished,," $9,840.48", 10

Single Family Residential,,2000,Bolingbrook,,"$305,000",, 2,,494 Savannah Ln 60440,4.0,2,"1,923", Natural Gas, Central Air, 2,, 0, 0," Partial, English", Finished,," $6,680.52", 9

Single Family Residential,$26/month,2002,Foxridge Farms,,,, 3, Plainfield East High School,1317 Rosemary Dr 60490,5.0,4,"3,094", Natural Gas, Central Air, 4,, 16, 8, Full, Finished," 1,521"," $8,911", 15

Single Family Residential,$33/month,2004,Bolingbrook,,,, 2, Neuqua Valley High School,4 Jasmine Ct 60490,5.0,3,"3,034", Natural Gas, Central Air, 2, 2, 14, 12, Full, Finished," 1,748"," $10,930", 12

Single Family Residential,,1995,Bloomfield Village,,"$305,000",, 2,,380 Meadowlark Dr 60440,4.0,2.5,"2,058", Forced Air, Central Air, 2, 1, 0, 0, Partial, Finished,," $8,006", 9

Single Family Residential,,1962,Colonial Village,,,, 2, Bolingbrook High School,536 White Oak Rd 60440,3.0,1.5,"1,162", Natural Gas, Central Air, 1, 1, 4, 0,, None,," $5,026", 6

Single Family Residential,$29/month,2013,River Hills,,,, 3, Plainfield East High School,2329 Brookstone Dr 60490,4.0,2.5,"2,638"," Natural Gas, Forced Air", Central Air, 2, 1, 10, 0, Full, Partially Finished,," $8,308.38", 11

Single Family Residential,,2021,Liberty Green,,"$387,282",, 3, Plainfield East High School,2079 Samantha Joy Way 60490,2.0,2,"1,763", Natural Gas, Central Air, 2,, 0, 0,, None,,, 7

Single Family Residential,,2000,Bolingbrook,,"$350,000",, 2, Bolingbrook High School,128 Ash Dr 60490,5.0,3,"2,350", Natural Gas, Central Air, 3,, 0, 0, Full, Unfinished,," $9,669", 10

Condo/Co-op,,2004,,,"$255,000",,,,1510 Shagbark Dr 60490,,2.5,"1,438",,,,, 0, 0,,,,,

Townhouse,$154/month,1968,Beaconridge,,"$175,000",, 2,,453 Salem Sq 60440,4.0,1.5,"1,224"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Full, Partially Finished,," $3,207.06", 7

Single Family Residential,,1998,Bloomfield Village,,,, 2, Bolingbrook High School,663 Rebecca Ln 60440,3.0,2,"1,701"," Natural Gas, Forced Air", Central Air, 2,, 12, 0, Partial," Unfinished,Crawl,Sub-Basement",," $6,891.48", 7

Townhouse,$198/month,1997,Bolingbrook,,,, 2, Bolingbrook High School,358 Magnolia Ct 60440,2.0,1,," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $3,860.56", 5

Single Family Residential,,1962,Bolingbrook,,"$223,000",, 2.5,,168 Cypress Dr 60440,4.0,2,"1,162"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, Slab,," $4,686.64", 7

Single Family Residential,,2001,Creekside of Remington,,"$395,000",, 6, Bolingbrook High School,348 Plainview Dr 60440,5.0,3.5,"2,920", Natural Gas, Central Air, 3, 1, 0, 0, Full," Unfinished,Bathroom Rough-In,9 ft + pour"," 1,375"," $11,082.86", 9

Single Family Residential,,1988,Bolingbrook,,"$270,000",, 2.5, Bolingbrook High School,369 Homewood Dr 60440,3.0,1.5,"1,550"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $7,207", 7

Single Family Residential,,1961,Bolingbrook,,"$100,000",, 1, Bolingbrook High School,148 Fairwood Dr 60440,3.0,1.5,"1,370"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $5,338.04", 5

Single Family Residential,$46/month,2005,Claridge Estates,,"$425,000",, 2.5, Bolingbrook High School,147 S Commonwealth Dr 60440,4.0,3.5,"2,889"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Full, Finished,," $12,441.24", 10

Single Family Residential,,1972,Bolingbrook,,"$260,000",, 2,,641 Ponderosa Dr 60440,3.0,1,912," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $4,347.90", 5

Single Family Residential,,1972,Bolingbrook,,"$160,000",, 1,,128 Lee Ln 60440,3.0,1,"1,300", Natural Gas, Central Air, 1,, 0, 0,, None,," $4,587.22", 6

Single Family Residential,,1971,Bolingbrook,,,, 1, Bolingbrook High School,416 W Briarcliff Rd 60440,3.0,1,"1,383", Natural Gas, Central Air, 1,, 0, 0,, None,," $5,891.22", 7

Single Family Residential,$33/month,2001,Riverwoods,,"$450,000",, 2,,448 Delaware Cir 60440,4.0,3,"2,541"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 2, Full, Finished,," $12,700.18", 11

Condo,$115/month,1972,Pine Meadows,,,, 2, Bolingbrook High School,5 Fernwood Dr 60440,3.0,1,," Natural Gas, Forced Air", Central Air, 1,, 10, 0,, None,," $2,595.58", 6

Single Family Residential,$33/month,2010,Fairways of Augusta,,,, 3, Neuqua Valley High School,8 Duval Ct 60490,4.0,3,"3,000", Natural Gas, Central Air, 2, 2, 0, 2, Full, Finished," 1,620"," $12,364.18", 9

