Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms

Single Family Residential,,2009,Cress Creek,,,, 3, Naperville North High School,1329 West St 60563,5.0,5.5,"4,000"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 5, 1, 10, 22, Full, Finished," 1,933"," $21,684", 16

Single Family Residential,,1963,Naperville,,,, 2.5, Metea Valley High School,30W164 Bruce Ln 60563,3.0,2.5,"1,775"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 12, Partial," Finished,Crawl",," $5,534.64", 8

Single Family Residential,,1983,Naperville,,"$360,000",, 2, Neuqua Valley High School,2305 Providence Ct 60565,3.0,1.5,"1,575"," Natural Gas, Electric", Central Air, 1, 1, 2, 0, Partial, Finished,," $6,773", 8

Townhouse,$13/month,1996,Woodlake,,,, 1, Neuqua Valley High School,2529 Eldorado Ln 60564,2.0,1.5,"1,000"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, Slab,," $3,994.22", 5

Townhouse,$280/month,2016,Naperville,,"$350,000",, 2, Metea Valley High School,2919 Henley Ln 60540,2.0,2.5,"1,910"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2,, None,," $7,044.84", 7

Single Family Residential,,1985,,,"$515,000",,,,1512 Marquette Ave 60565,,2.5,"2,260",,,,, 0, 0,,,,,

Single Family Residential,$108/month,1996,Woods of Rivermist,,,, 3, Naperville Central High School,216 Crooked Tree Ct 60565,5.0,6,"6,667"," Natural Gas, Forced Air"," Central Air, Zoned", 6,, 20, 16, Full, Finished," 2,000"," $19,194", 15

Single Family Residential,$17/month,1994,Rose Hill Farm,,"$495,500",, 2, Neuqua Valley High School,1108 Magenta Ct 60564,4.0,2.5,"2,743", Natural Gas, Central Air, 2, 1, 0, 0, Full," Unfinished,Bathroom Rough-In,9 ft + pour",," $10,215", 9

Townhouse,$220/month,2022,Naperville Crossings,,,, 2, Waubonsie Valley High School,3103 Anna Marie Ln 60564,3.0,3,"2,242"," Natural Gas, Forced Air", Central Air, 2, 2, 6, 12,, None,,, 7

Single Family Residential,$21/month,1987,Woods of Bailey Hobson,,,, 3, Naperville North High School,705 Merritt Ct 60540,5.0,2.5,"3,935"," Natural Gas, Forced Air"," Central Air, Zoned", 2, 1, 18, 4, Full, Partially Finished," 1,924"," $16,326.82", 12

Townhouse,$325/month,1990,Naperville,,"$310,000",, 2, Naperville Central High School,437 Orleans Ave 60565,3.0,2.5,"1,635"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2,, None,," $4,060.18", 6

Single Family Residential,,1984,,,"$544,000",,,,860 Buttonwood Cir 60540,4.0,2.5,"2,280",,,,, 0, 0,,,,,

Townhouse,,1992,,,"$454,000",,,,4115 Stableford Ln 60564,3.0,2.5,"2,010",,,,, 0, 0,,,,, 7

Townhouse,$260/month,1988,Fairways of Hobson Creek,,,, 2,,7S348 Augusta Ln 60540,2.0,1.5,"1,540"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 2, Full, Unfinished,," $4,338.28", 6

Condo,$400/month,1979,Cress Creek,,"$130,000",, 2, Naperville North High School,1041 W Ogden Ave 60563,2.0,2,"1,050"," Natural Gas, Steam, Baseboard",, 2,, 0, 0,, None,," $2,485.04", 5

Other,,1998,,,"$650,000",,,,4520 Clearwater Ln 60564,,2.5,"4,032",,,,, 0, 0,,,,,

Condo/Co-op,,1990,,,"$250,000",,,,1231 Rhodes Ln 60540,2.0,2,"1,149",,,,, 0, 0,,,,, 4

Single Family Residential,,1973,Naperville,,,, 2.5, Naperville North High School,126 N Laird St 60540,3.0,2,"1,680", Natural Gas, Central Air, 2,, 0, 2, Partial," Unfinished,Sub-Basement",," $7,975.02", 8

Townhouse,$279/month,2002,Enclave at Country Lakes,,,, 1, Waubonsie Valley High School,2480 Golf Ridge Cir 60563,2.0,2,"1,200"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, Slab,," $3,830", 5

Single Family Residential,$13/month,1995,Lakewood Crossing,,"$406,900",, 2, Metea Valley High School,935 Lowell Ln 60540,3.0,2.5,"1,834"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Partial, Finished,," $7,714.80", 8

Townhouse,,1990,,,"$410,000",,,,4253 Stableford Ln 60564,3.0,2.5,"2,169",,,,, 0, 0,,,,, 7

Single Family Residential,,1987,,,"$635,000",,,,601 Lynchburg Ct 60540,,2.5,"3,269",,,,, 0, 0,,,,,

Townhouse,$413/month,1998,Baileywood,,,, 2, Naperville Central High School,1523 Treeline Ct 60565,3.0,3.5,"1,829"," Natural Gas, Forced Air", Central Air, 3, 1, 10, 6," Full, Walkout", Finished,," $6,107.48", 8

Single Family Residential,,1967,Maplebrook II,,,, 2, Naperville Central High School,76 Swift Ln 60565,4.0,2.5,"2,622"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Partial," Partially Finished,Crawl", 770," $7,791.34", 11

Single Family Residential,,1986,Brookdale,,"$490,000",, 2, Metea Valley High School,1616 Westminster Dr 60563,4.0,2.5,"2,595"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Partially Finished," 1,304"," $10,063.76", 11

Single Family Residential,$21/month,2002,South Pointe,,,, 3, Plainfield North High School,5544 Bergamot Ln 60564,4.0,2.5,"2,755"," Natural Gas, Forced Air", Central Air, 2, 1, 16, 4, Full, Finished,," $10,480.52", 11

Single Family Residential,,1956,,,"$410,000",,,,807 S Wright St 60540,4.0,1.5,"2,032",,,,, 0, 0,,,,, 9

Single Family Residential,,1947,Naperville,,"$330,000",, 2, Naperville North High School,605 Eagle St 60563,2.0,1,"1,004"," Natural Gas, Forced Air",, 1,, 0, 2, Full, Finished," 1,004"," $7,754.70", 5

Single Family Residential,$11/month,1987,University Heights,,"$525,000",, 2, Naperville Central High School,2305 University Ct 60565,4.0,2.5,"3,175", Natural Gas, Central Air, 2, 1, 0, 2, Full, Unfinished,," $11,023.22", 10

Condo,$240/month,1985,Chantecleer Lakes,,,, 1, Metea Valley High School,1561 Raymond Dr 60563,1.0,1,675," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $2,188.34", 4

Single Family Residential,$13/month,1994,Naperville,,"$400,000",, 2, Metea Valley High School,2147 Schumacher Ln 60540,4.0,2.5,"2,360"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 2,, None,," $8,604.40", 8

Single Family Residential,,1992,White Eagle,,,, 4, Waubonsie Valley High School,4221 Legend Ct 60564,6.0,5.5,"5,680"," Natural Gas, Forced Air", Central Air, 5, 1, 28, 6, Partial," Finished,Crawl",," $24,340.76", 15

Condo,$272/month,1982,The Mansions,,,, 2, Naperville North High School,1108 Spring Garden Cir 60563,2.0,2,"1,050"," Natural Gas, Forced Air", Central Air, 2,, 4, 0,, None,," $3,605.12", 5

Single Family Residential,,1920,Naperville,,,, 2, Naperville North High School,115 N Wright St 60540,3.0,1.5,"1,389"," Natural Gas, Radiant",, 1, 1, 0, 12, Full, Unfinished,," $8,868.60", 6

Single Family Residential,,1971,Cress Creek,,,, 2, Naperville North High School,1020 Heatherton Dr 60563,3.0,2.5,"2,571"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 2, Partial, Partially Finished, 819," $10,994.28", 10

Condo,$451/month,1979,Naperville,,,, 2,,1049 W Ogden Ave 60563,2.0,2,"1,130", Baseboard,, 2,, 0, 0,, None,," $2,780.52", 4

Single Family Residential,$13/month,1987,Windham Hills,,,, 4, Naperville North High School,25W130 Windham Hill Ct 60540,5.0,3,"2,625"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 0, Partial," Unfinished,Crawl", 700," $8,096.52", 9

Single Family Residential,$50/month,1990,Naperville,,"$544,000",, 10, Neuqua Valley High School,1372 Saxon Ln 60564,4.0,2.5,"2,765", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished,," $10,990.50", 9

Condo/Co-op,,,,,"$450,000",,,,2212 Ferry Rd 60563,,,,,,,, 0, 0,,,,,

Townhouse,$300/month,2021,Naperville,,"$1,319,519",, 2, Naperville North High School,928 E Chicago Ave 60540,3.0,4,"3,800"," Natural Gas, Forced Air", Central Air, 3, 2, 0, 2, Partial," Unfinished,Bathroom Rough-In",,, 10

Single Family Residential,$159/month,2021,Ashwood Crossing,,"$472,763",, 2, Waubonsie Valley High School,4047 Lobo Ln 60564,2.0,2,"1,936"," Natural Gas, Forced Air", Central Air, 2,, 0, 2, Full, Unfinished,,, 6

Condo,$293/month,1985,Naperville,,"$162,000",, 1,,1745 S Washington St 60565,2.0,2,"1,170"," Natural Gas, Forced Air", Central Air, 2,, 8, 0,, None,," $2,446", 5

Condo/Co-op,,2006,,,"$360,000",,,,4151 Royal Mews Cir 60564,,3,"2,789",,,,, 0, 0,,,,,

Single Family Residential,,1987,,,"$825,000",,,,509 Peacock Ct 60565,4.0,3,"3,854",,,,, 0, 0,,,,, 10

Condo,$322/month,1987,Creekside,,,, 1, Naperville North High School,985 West Ct 60563,2.0,2,"1,180", Natural Gas, Central Air, 2,, 0, 0,, None,," $3,976.22", 5

Single Family Residential,$54/month,1977,Steeple Run,,,, 2,,5S765 Steeple Run Dr 60540,3.0,2,"1,114"," Natural Gas, Forced Air", Central Air, 2,, 8, 10, Full," Partially Finished,Crawl",," $6,210.66", 7

Other,,1989,,,"$857,500",,,,10619 Royal Porthcawl Dr 60564,4.0,2.5,"4,370",,,,, 0, 0,,,,, 10

Single Family Residential,,1973,Old Farm,,"$282,000",, 1, Naperville Central High School,122 Kingswood Ct 60565,3.0,1,"1,083", Natural Gas, Central Air, 1,, 0, 0,, Crawl,," $4,541.66", 6

Single Family Residential,,1957,Fairmeadow,,,, 2, Wheaton Warrenville South H S,25W150 Fairmeadow Ln 60563,3.0,2.5,"1,450"," Natural Gas, Steam, Baseboard", Central Air, 2, 1, 0, 0, Full, Unfinished, 550," $7,123", 7

Condo,$388/month,1999,Stonewater,,,, 2, Neuqua Valley High School,2805 Stonewater Dr 60564,3.0,2,"1,540"," Natural Gas, Forced Air", Central Air, 2,, 10, 0,, None,," $4,577.48", 6

Single Family Residential,$15/month,2006,Crossings at Wolf Creek,,,, 2, Plainfield North High School,11302 Glenbrook Cir 60585,4.0,2.5,"3,439"," Natural Gas, Forced Air", Central Air, 2, 1, 10, 8, Full, Unfinished," 1,647"," $10,127.36", 10

Townhouse,$148/month,1997,Kingspointe,,"$227,000",, 2, Waubonsie Valley High School,2810 Collins Ct 60563,3.0,2.5,"1,646"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, Slab,," $4,777.56", 6

Townhouse,$283/month,2014,Mayfair,,,, 2, Metea Valley High School,2853 Henley Ln 60540,2.0,3,"1,955"," Natural Gas, Forced Air", Central Air, 3,, 0, 8, English, Finished,," $7,847.96", 7

Condo,$299/month,1979,Mill Crossing,,"$154,000",, 1, Naperville North High School,1041 N Mill St 60563,1.0,1,798, Radiant,, 1,, 0, 0,, None,," $2,021.68", 4

Single Family Residential,,1979,Naperville,,,, 2, Neuqua Valley High School,431 Newport Dr 60565,3.0,2.5,"1,971"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 0,, Slab,," $7,190.92", 7

Single Family Residential,$25/month,1996,River Run,,,, 3, Neuqua Valley High School,4420 Clearwater Ln 60564,4.0,4.5,"3,548", Natural Gas, Central Air, 4, 1, 10, 12, Full," Finished,Lookout",," $15,147.38", 12

Single Family Residential,,1973,Old Farm,,,, 1, Naperville Central High School,105 Cedarbrook Rd 60565,3.0,1,"1,083", Natural Gas, Central Air, 1,, 8, 0,, Crawl,," $5,281.42", 5

Single Family Residential,,2006,Naperville,,,, 2.5, Naperville North High School,523 W Benton Ave 60540,4.0,4.5,, Natural Gas, Central Air, 4, 1, 0, 2, Full," Partially Finished,Rec/Family Area,Storage Space",," $19,034.48", 11

Condo/Co-op,,,,,"$710,000",,,,2252 Ferry Rd 60563,,,,,,,, 0, 0,,,,,

Single Family Residential,,1984,,,"$232,333",,,,23W440 Spyglass Ct 60540,,1,"1,071",,,,, 0, 0,,,,, 2

Single Family Residential,,1973,Fairmeadow,,"$395,111",, 2, Wheaton Warrenville South H S,25W213 39th St 60563,4.0,2,"1,782"," Natural Gas, Forced Air", Central Air, 2,, 0, 2," Full, Walkout"," Unfinished,Exterior Access"," 1,188"," $8,763.96", 8

Single Family Residential,,1980,,,"$335,000",,,,934 Churchill Dr 60563,,1.5,"1,234",,,,, 0, 0,,,,,

Single Family Residential,$35/month,1991,Ashbury,,"$469,000",, 2,,3312 Lawrence Dr 60564,4.0,3.5,"2,552"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Full, Finished,," $10,556", 9

Single Family Residential,$46/month,1980,Cress Creek,,,, 2, Naperville North High School,1608 Fox Bend Ct 60563,4.0,2.5,"2,432"," Natural Gas, Forced Air", Central Air, 2, 1, 16, 4, Partial," Unfinished,Crawl", 800," $10,556.14", 8

Single Family Residential,$21/month,2005,Century Trace,,"$532,500",, 3, Neuqua Valley High School,11646 Liberty Ln 60585,4.0,2.5,"3,048"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Unfinished,," $13,034.82", 10

Townhouse,$262/month,2011,Mayfair,,"$335,000",, 2, Metea Valley High School,2513 Dunraven Ave 60540,2.0,2.5,"1,943"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2," Full, English", Finished,," $7,328.34", 6

Single Family Residential,,1969,,,"$400,000",,,,1521 Clyde Dr 60565,,2.5,"2,711",,,,, 0, 0,,,,,

Single Family Residential,,1985,Campus Green,,"$430,000",, 2, Naperville Central High School,1669 Dartmouth Ct 60565,4.0,2.5,"2,193", Forced Air, Central Air, 2, 1, 6, 4, Partial," Partially Finished,Crawl", 780," $7,317.46", 9

Single Family Residential,$8/month,1989,Knoch Knolls,,,, 2, Neuqua Valley High School,2824 Seiler Dr 60565,5.0,3.5,"4,076"," Natural Gas, Forced Air", Central Air, 3, 1, 10, 14, Full, Finished," 1,184"," $10,351", 11

Single Family Residential,,1972,Maplebrook II,,,, 2, Naperville Central High School,1649 Swallow St 60565,3.0,2,"2,007"," Natural Gas, Forced Air", Central Air, 2,, 0, 12, English," Finished,Crawl,Rec/Family Area,Storage Space",," $7,246.24", 7

Single Family Residential,,1957,,,"$400,000",,,,7S204 Wild Cherry Rd 60540,4.0,2,"1,537",,,,, 0, 0,,,,, 10

Single Family Residential,$48/month,2016,Naperville,,,, 2, Waubonsie Valley High School,3480 Birch Ln 60564,3.0,2.5,"2,200", Natural Gas, Central Air, 2, 1, 6, 10, Full, Unfinished,," $9,343", 7

Single Family Residential,,1972,Cress Creek,,"$550,000",, 2, Naperville North High School,1513 Maple Hills Ct 60563,5.0,2.5,"2,696"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Partial," Finished,Crawl", 800," $11,546", 10

Townhouse,$220/month,1992,Copperfield,,,, 2, Naperville North High School,1107 Dickens Ln 60563,2.0,2.5,"1,394"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 4,, None,," $5,188.20", 6

Townhouse,$300/month,2021,Naperville,,"$1,325,000",, 2, Naperville North High School,916 E Chicago Ave 60540,3.0,4,"3,800"," Natural Gas, Forced Air", Central Air, 3, 2, 0, 2, Partial," Unfinished,Bathroom Rough-In",,, 9

Townhouse,$250/month,1987,Fairways of Hobson Creek,,"$333,876",, 2, Naperville North High School,23W427 Green Trails Dr 60540,2.0,2.5,"1,540"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished, 712," $4,835.02", 7

Townhouse,$220/month,2021,Naperville Crossings,,"$425,400",, 2, Waubonsie Valley High School,2931 Showplace Dr 60564,3.0,3,"2,047"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 0,, None,,, 7

Single Family Residential,,1984,Naperville,,"$380,000",, 2,,895 Springhill Cir 60563,4.0,3.5,"2,640"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0,, None,," $7,211.36", 9

Single Family Residential,,1987,Naperville,,"$335,000",, 2, Metea Valley High School,5S745 Timberlane Dr 60563,3.0,2,"2,294", Natural Gas, Central Air, 2,, 0, 0, Partial, Partially Finished,," $5,436.02", 7

Single Family Residential,,2018,Naperville,,"$1,560,000",, 3, Naperville North High School,223 Douglas Ave 60540,4.0,4.5,"4,343", Natural Gas," Central Air, Zoned", 4, 1, 0, 2, Full," Unfinished,Bathroom Rough-In",," $26,561.66", 10

Townhouse,$299/month,2005,Naperville,,"$330,000",, 2, Neuqua Valley High School,903 Winner s Cup Ct 60565,3.0,2.5,"2,081", Natural Gas, Central Air, 2, 1, 0, 0,, Crawl,," $5,779", 7

Townhouse,$389/month,2010,Carillon Club,,"$332,500",, 2,,2651 Camberley Cir 60564,2.0,2,"1,370"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, Slab,," $4,432", 5

Single Family Residential,,1908,Naperville,,"$1,100,000",, 3, Naperville North High School,218 Columbia St 60540,5.0,4.5,"4,200"," Natural Gas, Forced Air, Indv Controls, Zoned", Central Air, 4, 1, 2, 2, Full," Finished,Egress Window,Rec/Family Area,Sleeping Area,Storage Space"," 1,097"," $9,648.06", 10

Townhouse,$175/month,1985,University Heights,,,, 1, Naperville Central High School,1806 Appaloosa Dr 60565,2.0,1,"1,009"," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $2,995.48", 5

Condo/Co-op,,1982,,,"$247,000",,,,1107 Spring Garden Cir 60563,,1.5,"1,037",,,,, 0, 0,,,,,

Single Family Residential,,1996,,,"$1,200,000",,,,1936 Clyde Dr 60565,4.0,2.5,"2,723",,,,, 0, 0,,,,, 10

Single Family Residential,,1970,Maplebrook II,,"$385,000",, 2, Naperville Central High School,1521 Chat Ct 60565,4.0,2.5,"2,293", Natural Gas, Central Air, 2, 1, 0, 2, Full," Unfinished,Crawl",," $7,736.96", 9

Single Family Residential,,1996,Greenway Knolls,,"$530,000",, 3, Naperville Central High School,115 Rieser Cir 60565,4.0,3.5,"2,641"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Partial," Finished,Crawl",," $9,561", 11

Single Family Residential,,1966,Naperville,,,, 2, Naperville North High School,952 Elizabeth Ave 60540,4.0,3.5,"3,177"," Natural Gas, Forced Air"," Central Air, Zoned", 3, 1, 0, 6, Walkout," Finished,Exterior Access",," $14,576", 11

Single Family Residential,,1984,University Heights,,"$299,900",, 2, Naperville Central High School,1406 Canyon Run Rd 60565,3.0,2,"1,074"," Natural Gas, Forced Air", Central Air, 2,, 0, 2,, Crawl,," $5,217.98", 6

Single Family Residential,,1983,University Heights,,,, 2, Naperville Central High School,1529 Ranchview Dr 60565,3.0,3,"1,765"," Natural Gas, Forced Air", Central Air, 3,, 10, 0, Partial, Finished,," $7,337", 7

Single Family Residential,$33/month,1998,Century Farms,,,, 3, Naperville North High School,780 Century Farm Ln 60563,4.0,3.5,"3,635"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full, Finished,," $13,060.48", 13

Townhouse,$314/month,1994,Naperville,,"$315,000",, 2, Neuqua Valley High School,1963 Tamahawk Ln 60564,3.0,3.5,"1,600"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full, Finished,," $5,559.22", 7

Single Family Residential,,1997,Mission Oaks,,,, 2, Neuqua Valley High School,2024 Skylane Dr 60564,3.0,2.5,"2,285"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 8, Partial," Finished,Crawl",," $8,365.54", 10

Single Family Residential,,1984,University Heights,,,, 2, Naperville Central High School,1373 River Oak Dr 60565,4.0,2.5,"1,876", Natural Gas, Central Air, 2, 1, 12, 0,, Slab,," $6,822.86", 8

Other,,1988,,,"$300,000",,,,1207 Hobson Oaks Dr 60540,,2.5,"1,682",,,,, 0, 0,,,,, 2

Single Family Residential,$4/month,1986,Naperville,,,, 2, Naperville Central High School,211 Wood Creek Ct 60565,5.0,3.5,"3,208"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 3, 1, 14, 12, Full, Finished,," $11,050.30", 12

Condo/Co-op,,1977,,,"$138,000",,,,515 Kiowa Cir 60565,2.0,1,958,,,,, 0, 0,,,,, 5

Condo,$246/month,1991,Naperville,,"$153,000",, 1, Naperville Central High School,23 Foxcroft Rd 60565,1.0,1,895, Natural Gas, Central Air, 1,, 0, 0,, None,," $2,659", 4

Single Family Residential,$19/month,1999,Cambridge Chase,,"$466,000",, 2, Metea Valley High School,3160 Bennett Pl 60502,4.0,3.5,"2,592"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Full, Finished,," $11,215.36", 11

Single Family Residential,$54/month,1993,Ashbury,,,, 2, Neuqua Valley High School,3015 Brossman St 60564,4.0,2.5,"2,700"," Natural Gas, Forced Air", Central Air, 2, 1, 20, 2, Partial," Partially Finished,Crawl,Storage Space",," $10,017.42", 12

Single Family Residential,,1984,Meadows,,"$400,000",, 2, Naperville Central High School,1112 Bayhill Ave 60565,3.0,2.5,"1,921"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Partial, Partially Finished,," $7,643.80", 9

Townhouse,$236/month,1993,Townhomes of Winchester,,"$292,500",, 2, Naperville Central High School,42 Townsend Dr 60565,3.0,2.5,"1,582"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 0, Full, Finished,," $6,025", 8

Single Family Residential,,1982,Brookdale,,,, 2, Metea Valley High School,1268 Bainbridge Dr 60563,4.0,2.5,"2,186", Natural Gas, Central Air, 2, 1, 12, 8, Partial," Partially Finished,8 ft + pour,Concrete (Basement),Rec/Family Area,Storage Space", 884," $9,402.72", 9

Single Family Residential,$15/month,1979,Green Trails,,,, 2, Naperville North High School,2844 Sun Valley Rd 60532,5.0,2.5,"2,511"," Natural Gas, Forced Air", Central Air, 2, 1, 16, 0, Full," Finished,Crawl",," $9,826.50", 10

Single Family Residential,,1980,Naperville,,,, 2, Naperville North High School,852 Mt Vernon Ct 60563,5.0,3.5,"2,963"," Natural Gas, Forced Air", Central Air, 3, 1, 8, 10, Partial," Finished,Egress Window,Rec/Family Area,Sleeping Area,Storage Space"," 1,337"," $11,268.48", 10

Single Family Residential,,1976,Cress Creek,,"$625,000",, 2.5, Naperville North High School,1422 Druid Hills Ct 60563,4.0,2.5,"2,809"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Unfinished," 1,588"," $13,082.42", 10

Condo,$252/month,1972,Naperville,,"$96,000",, 1, Naperville Central High School,138 E Bailey Rd 60565,1.0,1,756, Baseboard,, 1,, 0, 0,, None,," $1,709.12", 4

Single Family Residential,,1970,Will-O-Way,,,, 2, Naperville Central High School,1336 Briarwood Dr 60540,4.0,2,," Natural Gas, Forced Air", Central Air, 2,, 10, 0, Walkout," Finished,Exterior Access,Rec/Family Area",," $7,134", 8

Single Family Residential,,1987,Countryside,,"$535,000",, 2, Metea Valley High School,712 Castilleja Ct 60540,4.0,3,"2,728"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 2, Partial," Finished,Crawl,Egress Window,Rec/Family Area,Storage Space",," $11,134.60", 11

Townhouse,$198/month,1999,Kingspointe,,,, 2, Metea Valley High School,844 Donelson Ct 60563,2.0,2.5,"1,646"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 8,, None,," $5,169.52", 6

Single Family Residential,,1988,,,"$540,000",,,,4040 Palmer Ct 60564,4.0,2.5,"3,018",,,,, 0, 0,,,,, 10

Condo/Co-op,,1995,,,"$178,000",,,,1560 Normantown Rd 60564,2.0,1.5,"1,052",,,,, 0, 0,,,,, 4

Condo,$304/month,2000,Enclave at Country Lakes,,"$245,000",, 2, Metea Valley High School,2521 Oneida Ln 60563,2.0,2,"1,505"," Natural Gas, Forced Air", Central Air, 2,, 0, 2,, None,," $4,686.96", 6

Single Family Residential,,1930,Naperville,,,, 2,,1111 N Webster St 60563,4.0,2,"1,414", Natural Gas, Central Air, 2,, 0, 0, Partial, Cellar,," $6,403.12", 8

Townhouse,$220/month,2022,Naperville Crossings,,,, 2, Waubonsie Valley High School,2906 Reflection Dr 60564,3.0,2.5,"2,047"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 0,, None,,, 7

Condo,$285/month,1986,Naperville,,,, 2, Naperville Central High School,1514 Georgia Ct 60540,2.0,1.5,992, Natural Gas, Central Air, 1, 1, 4, 0,, None,," $2,479.82", 5

Single Family Residential,,1896,Naperville,,,, 2, Naperville North High School,151 N Ellsworth St 60540,5.0,4,"3,526"," Steam, Baseboard, Radiant, Radiator(s), Zoned",, 3, 2, 2, 2, Full, Finished," 1,191"," $15,455.16", 14

Townhouse,$330/month,1992,Orleans,,,, 2, Naperville Central High School,511 Orleans Ave 60565,3.0,2.5,"1,631"," Natural Gas, Forced Air", Central Air, 2, 1, 10, 0,, Crawl,," $4,863.06", 6

Single Family Residential,,1968,Naperville,,"$340,000",, 6, Metea Valley High School,30W354 Argyll Ln 60563,3.0,2,"2,042", Natural Gas, Central Air, 2,, 0, 2, Partial," Finished,Crawl",," $5,704.64", 8

Townhouse,$195/month,1987,River Bend,,,, 2, Naperville Central High School,482 Village Green Rd 60540,2.0,2.5,"1,670"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 6, Full, Finished, 789," $7,180.96", 7

Single Family Residential,$57/month,2007,Jefferson Estates,,"$2,050,000",, 3, Naperville Central High School,315 Claremont Dr 60540,5.0,5.5,"5,843"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 5, 1, 0, 2, Full," Finished,Exterior Access"," 2,441"," $34,441", 14

Single Family Residential,,2021,Naperville,,"$1,409,945",, 3, Naperville North High School,26 N Laird St 60540,4.0,5,"4,110", Natural Gas," Central Air, Zoned", 5,, 0, 2, Full," Unfinished,Bathroom Rough-In",," $7,975.94", 8

Single Family Residential,$29/month,1998,Burnham Point,,,, 3, Neuqua Valley High School,2204 Joyce Ln 60564,5.0,3.5,"3,980"," Natural Gas, Forced Air", Central Air, 3, 1, 20, 10," Full, English", Finished," 1,802",, 14

Single Family Residential,$61/month,2003,Tall Grass,,,, 3, Waubonsie Valley High School,3204 Deering Bay Dr 60564,5.0,5.5,"4,020"," Natural Gas, Forced Air", Central Air, 5, 1, 16, 4, Full," Finished,Egress Window"," 2,100"," $15,319", 9

Single Family Residential,$61/month,2002,Tall Grass,,,, 3, Waubonsie Valley High School,3812 Mistflower Ln 60564,5.0,5,"3,580"," Natural Gas, Forced Air", Central Air, 5,, 18, 8, Full, Partially Finished,," $14,207.34", 12

Single Family Residential,,1988,Greene Ridge,,"$582,500",, 2, Naperville Central High School,1713 Greene Ridge Dr 60565,4.0,2.5,"2,980"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Unfinished,," $11,759.20", 9

Single Family Residential,,1978,Hobson Woods,,,, 2, Naperville North High School,962 Honest Pleasure Dr 60540,5.0,2.5,"3,351", Forced Air, Central Air, 2, 1, 0, 24, Partial, Finished," 1,230"," $12,057.70", 12

Single Family Residential,$50/month,1994,Ashbury,,"$543,000",, 2, Neuqua Valley High School,1216 Cromwell Ln 60564,4.0,2.5,"2,668", Natural Gas, Central Air, 2, 1, 0, 2, Partial, Unfinished,," $10,220", 12

Single Family Residential,,1987,,,"$100,000",,,,5S717 Hummingbird Ln 60540,,2.5,"1,919",,,,, 0, 0,,,,,

